web-scraper-order,web-scraper-start-url,beer,beer-href,name,price,alcohol,description,size,brewer,country,pagination,pagination-href,category,retail_price,Description2,brewer2
"1605382532-471","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Little Brown Jug Black Lager

          $3.75
          32013
          473 ml


      Delivery








      Balanced







      Malty","https://www.liquormarts.ca/product/little-brown-jug-black-lager/473-ml","Little Brown Jug Black Lager","$3.75","5.00%","Unexpectedly light roast malt flavour; dark colour; herbal & malty aroma; clean crisp finish.","Item # 32013       | UPC 628250203066 | 473 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Dark","null","25 IBU","Little Brown Jug"
"1605382581-488","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Michelob Ultra

          $29.98
          25751
          15 x 355 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/michelob-ultra/15-x-355-ml","Michelob Ultra","$29.98","4.00%","null","Item # 25751       | UPC 062067376184 | 15 x 355 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Light","null","Michelob ultra has a light, refreshing taste with low calories and carbohydrates.  Long-aged for extra smoothness.  Light golden in colour with subtle notes of citrus, this low-carb, light lager is made from 2-row Munich malts and European select hops for a clean, refreshing body & finish.","Michelob Brewing"
"1605383204-687","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Torque Brewing - Rabbit Punch Black IPA

          $3.96
          24202
          473 ml


      New Arrivals








      Balanced







      Hoppy","https://www.liquormarts.ca/product/torque-brewing-rabbit-punch-black-ipa/473-ml","Torque Brewing - Rabbit Punch Black IPA","$3.96","7.00%","A dark roasty IPA with lots of tropical (mango, citrus), stone fruit and some piney resinous notes.","Item # 24202       | UPC 628055741305 | 473 ml","Torque Brewing Co","Canada","","","Beer > Ale > Pale","null","55 IBU","null"
"1605382654-509","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Molson Dry

          $23.99
          929653
          15 x 355 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/molson-dry/15-x-355-ml","Molson Dry","$23.99","5.50%","null","Item # 929653       | UPC 056327703278 | 15 x 355 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Pale","null","Molson Dry is a refreshing lager that delivers a crisp, dry finish with no aftertaste. Brewed since 1989, Molson Dry was launched as part of a sweep of innovation across the industry and was one of the most successful launches of the time. It is the winner of multiple international and local brewing awards and remains a firm favourite for those who appreciate great beer. Molson Dry is a perfect accompaniment when hanging out and enjoying the simple pleasures of life with friends and family.","Molson Dry"
"1605383062-641","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Smithwicks Superior Irish Ale

          $2.99
          12358
          500 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/smithwicks-superior-irish-ale/500-ml","Smithwicks Superior Irish Ale","$2.99","4.50%","null","Item # 12358       | UPC 5000213015834 | 500 ml","null","Ireland","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Pale","null","Amber brown colour with copper hues; sweet malt & smoky tones; rich bitter/sweet chocolate malt flavour; lasting, thirst-quenching bitter finish","Guinness & Co"
"1605381622-178","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Boston Beer Company Samuel Adams Sam '76

          $14.34
          29767
          6 x 355 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/boston-beer-company-samuel-adams-sam-76/6-x-355-ml","Boston Beer Company Samuel Adams Sam '76","$14.34","4.70%","The process of experimenting with both lager and ale yeast strains delivers a disctinct flavour that showcases the slight fruitniness of an ale with the balanced drinkability and smoothness of a lager","Item # 29767       | UPC 087692008699 | 6 x 355 ml","Samuel Adams","United States","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Lager > Other Lagers","null","12 IBU","null"
"1605382353-414","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","HOLSTEN MAIBOCK 500C

          $2.93
          30608
          500 ml



      Balanced







      Hoppy","https://www.liquormarts.ca/product/holsten-maibock-500c/500-ml","HOLSTEN MAIBOCK 500C","$2.93","7.00%","null","Item # 30608       | UPC 42221289 | 500 ml","null","Germany","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Lager > Pilsner","null","Medium to full-bodied with a sweet, malty mid-palate and pleasant bitter finish.","Holsten-Brauerei"
"1605381964-304","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Farmery Fresh Hop 2019

          $3.69
          27965
          473 ml



      Light







      Hoppy","https://www.liquormarts.ca/product/farmery-fresh-hop-2019/473-ml","Farmery Fresh Hop 2019","$3.69","5.00%","Exclusive and limited. Brewed with freshly-picked hops harvested from our estate family farm, only available once a year during harvest","Item # 27965       | UPC 830021000945 | 473 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Ale > Other Ales","null","24 IBU","Farmery Estate Brewing Co"
"1605382927-599","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Pilsner Urquell

          $2.45
          388900
          330 ml



      Light







      Hoppy","https://www.liquormarts.ca/product/pilsner-urquell/330-ml","Pilsner Urquell","$2.45","4.10%","null","Item # 388900       | UPC 8594404000015 | 330 ml","Pilsner Urquell","Czech Republic","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Lager > Pilsner","null","Deep burnished gold, brilliant with a dense, creamy white head. Spicy, floral Saaz hop bouquet with a hint of caramel butter aroma. Complex maltiness combined with a soft bitterness; slightly sweet with a honey-nut and toasted grain character. Medium-bodied finish, crisp and clean, slightly skewed to the bitter side.","Pilsner Urquell"
"1605383214-691","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Torque Brewing Ltd. - Don't Fret

          $2.72
          32744
          473 ml


      Hot Buy








      Balanced







      Hoppy","https://www.liquormarts.ca/product/torque-brewing-ltd-dont-fret/473-ml","Torque Brewing Ltd. - Don't Fret","REG. $3.41
          $2.72
          SAVE $0.69","5.00%","This American Pale Ale hits all the right notes: great flavour refreshingly crisp and it helps #music.  25 cents from every can goes directly to the WECC to help support artists. So set the stage and celebrate the good times.","Item # 32744       | UPC 628055741589 | 473 ml","Torque Brewing Co","Canada","","","Beer > Ale > Pale","REG. $3.41","30 IBU","null"
"1605381525-136","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Alexander Keith's India Pale Ale

          $3.49
          17305
          473 ml



      Light







      Hoppy","https://www.liquormarts.ca/product/alexander-keiths-india-pale-ale/473-ml","Alexander Keith's India Pale Ale","$3.49","5.00%","null","Item # 17305       | UPC 062067121357 | 473 ml","null","Canada","7","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=6","Beer > Ale > Pale","null","A pale ale known for its distinctive flavour and refeshing aroma.","Alexander Keiths Brewery"
"1605382550-477","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Lost Craft Eclipze India Pale Ale

          $3.25
          29571
          473 ml



      Balanced







      Hoppy","https://www.liquormarts.ca/product/lost-craft-eclipze-india-pale-ale/473-ml","Lost Craft Eclipze India Pale Ale","$3.25","6.00%","Our full bodied IPA is smooth and well balanced and brewed using citra, centennial, and columbus hops. Our IPA is fruit forward and aromatic with subtle pine, melon, and blood orange tasting notes.","Item # 29571       | UPC 627843546948 | 473 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Ale > Pale","null","IBU 40","Lost Craft"
"1605381909-286","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Duvel

          $4.64
          194431
          330 ml



      Balanced







      Spicy","https://www.liquormarts.ca/product/duvel/330-ml","Duvel","$4.64","8.50%","null","Item # 194431       | UPC 5411681014005 | 330 ml","null","Belgium","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Ale > Belgian","null","Slightly fruity, dry aroma, well-hopped beer and with a slightly bitter aftertaste","Duvel"
"1605382841-571","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Oxus Brewing Company Canadian Dream Blonde Ale

          $3.49
          26368
          473 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/oxus-brewing-company-canadian-dream-blonde-ale/473-ml","Oxus Brewing Company Canadian Dream Blonde Ale","$3.49","4.60%","Refreshing and easy-drinking blonde ale with light notes of citrus and pine.","Item # 26368       | UPC 752830859166 | 473 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Pale","null","20 IBU","Oxus Brewing Company"
"1605381829-258","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Corsaire Brown Ale

          $4.15
          24599
          473 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/corsaire-brown-ale/473-ml","Corsaire Brown Ale","$4.15","5.00%","null","Item # 24599       | UPC 628055069393 | 473 ml","null","Canada","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Ale > Other Ales","null","This velvety and generous Brown Ale perfectly combines the typical flavors of North and South England. The taste sails between hazelnut and grilled biscuit will not fail to awaken the adventurer who lies dormant in you.","Corsaire Microbrasserie"
"1605383007-623","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Samuel Adams Boston Lager

          $3.14
          18380
          473 ml


      Delivery








      Balanced







      Malty","https://www.liquormarts.ca/product/samuel-adams-boston-lager/473-ml","Samuel Adams Boston Lager","$3.14","4.80%","null","Item # 18380       | UPC 087692001355 | 473 ml","Samuel Adams","United States","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Lager > Other Lagers","null","-","null"
"1605383023-628","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Schofferhofer Grapefruit

          $3.02
          18333
          500 ml



      Light







      Flavoured","https://www.liquormarts.ca/product/schofferhofer-grapefruit/500-ml","Schofferhofer Grapefruit","$3.02","2.50%","null","Item # 18333       | UPC 4053400279398 | 500 ml","null","Germany","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Flavoured","null","Schofferhofer Grapefruit is German ingenuity at it's freshest.  Sparkling smooth Schofferhofer Hefeweizen mixed with grapefruit juice.  A new taste sensation bundled with lots of flavour and fun.  The world's first unfiltered hefeweizen grapefruit mix only contains 2.5% alc./vol. and is ideal for any drinking occasion.  It's your Sunday brunch twister, your perfect all-day refreshment, great after work summer drink or your very own late night signature cocktail - all in one.","Schofferhofer Weizen"
